xmin	xmax	key	clickSelects	showSelected2	PANEL	group
0.844429003074765	0.853720766957849	5 0.849074885016307	X1<0.849075	5	1	955
0.853720766957849	0.856525000883266	5 0.855122883920558	X1<0.855123	5	1	957
0.856525000883266	0.859073117841035	5 0.857799059362151	X1<0.857799	5	1	958
0.859073117841035	0.868861036840826	5 0.863967077340931	X1<0.863967	5	1	959
0.868861036840826	0.872696340316907	5 0.870778688578866	X1<0.870779	5	1	960
0.872696340316907	0.895147221162915	5 0.883921780739911	X1<0.883922	5	1	963
0.895147221162915	0.919276255881414	5 0.907211738522165	X1<0.907212	5	1	965
0.919276255881414	0.943474958650768	5 0.931375607266091	X1<0.931376	5	1	966
0.943474958650768	0.944041808135808	5 0.943758383393288	X1<0.943758	5	1	967
0.944041808135808	0.952700236812234	5 0.948371022474021	X1<0.948371	5	1	968
0.952700236812234	0.953633589204401	5 0.953166913008317	X1<0.953167	5	1	969
0.953633589204401	0.962644048267975	5 0.958138818736188	X1<0.958139	5	1	970
0.0792641821317375	0.0849897842854261	8 0.0821269832085818	X1<0.082127	8	1	1214
0.0849897842854261	0.0871593176852912	8 0.0860745509853587	X1<0.086075	8	1	1216
0.0871593176852912	0.0930251874960959	8 0.0900922525906935	X1<0.090092	8	1	1218
0.0930251874960959	0.101073444122449	8 0.0970493158092722	X1<0.097049	8	1	1220
0.101073444122449	0.1105548995547	8 0.105814171838574	X1<0.105814	8	1	1221
0.1105548995547	0.11530912690796	8 0.11293201323133	X1<0.112932	8	1	1223
0.11530912690796	0.11828445433639	8 0.116796790622175	X1<0.116797	8	1	1224
0.11828445433639	0.128676982596517	8 0.123480718466453	X1<0.123481	8	1	1226
0.128676982596517	0.129158976720646	8 0.128917979658581	X1<0.128918	8	1	1227
0.129158976720646	0.150469752028584	8 0.139814364374615	X1<0.139814	8	1	1228
0.150469752028584	0.150501440744847	8 0.150485596386716	X1<0.150486	8	1	1230
0.150501440744847	0.164642242016271	8 0.157571841380559	X1<0.157572	8	1	1231
0.164642242016271	0.164833495859057	8 0.164737868937664	X1<0.164738	8	1	1234
0.164833495859057	0.182174213463441	8 0.173503854661249	X1<0.173504	8	1	1235
0.182174213463441	0.184673463227227	8 0.183423838345334	X1<0.183424	8	1	1237
0.184673463227227	0.19677682663314	8 0.190725144930184	X1<0.190725	8	1	1238
0.19677682663314	0.199721848359332	8 0.198249337496236	X1<0.198249	8	1	1240
0.199721848359332	0.199976529926062	8 0.199849189142697	X1<0.199849	8	1	1241
0.199976529926062	0.201554203871638	8 0.20076536689885	X1<0.200765	8	1	1242
0.201554203871638	0.206109444377944	8 0.203831824124791	X1<0.203832	8	1	1244
0.206109444377944	0.225825461093336	8 0.21596745273564	X1<0.215967	8	1	1247
0.225825461093336	0.240982897812501	8 0.233404179452918	X1<0.233404	8	1	1250
0.240982897812501	0.245290916413069	8 0.243136907112785	X1<0.243137	8	1	1252
0.245290916413069	0.260300035355613	8 0.252795475884341	X1<0.252795	8	1	1253
0.260300035355613	0.273866681847721	8 0.267083358601667	X1<0.267083	8	1	1256
0.273866681847721	0.284870574250817	8 0.279368628049269	X1<0.279369	8	1	1258
0.284870574250817	0.291410150937736	8 0.288140362594277	X1<0.288140	8	1	1260
0.291410150937736	0.297010735142976	8 0.294210443040356	X1<0.294210	8	1	1261
0.297010735142976	0.300100281601772	8 0.298555508372374	X1<0.298556	8	1	1263
0.300100281601772	0.305103095248342	8 0.302601688425057	X1<0.302602	8	1	1264
0.305103095248342	0.315865243552253	8 0.310484169400297	X1<0.310484	8	1	1266
0.315865243552253	0.335945603903383	8 0.325905423727818	X1<0.325905	8	1	1267
0.335945603903383	0.340068240184337	8 0.33800692204386	X1<0.338007	8	1	1269
0.340068240184337	0.349396759876981	8 0.344732500030659	X1<0.344733	8	1	1270
0.437488002004102	0.453377000289038	11 0.44543250114657	X1<0.445433	11	1	383
0.453377000289038	0.461501105222851	11 0.457439052755944	X1<0.457439	11	1	384
0.461501105222851	0.463808179134503	11 0.462654642178677	X1<0.462655	11	1	385
0.463808179134503	0.488773231394589	11 0.476290705264546	X1<0.476291	11	1	386
0.488773231394589	0.514281762996689	11 0.501527497195639	X1<0.501527	11	1	387
0.514281762996689	0.55267406697385	11 0.533477914985269	X1<0.533478	11	1	388
0.55267406697385	0.562836518744007	11 0.557755292858928	X1<0.557755	11	1	389
0.562836518744007	0.573326334822923	11 0.568081426783465	X1<0.568081	11	1	390
0.573326334822923	0.625121729681268	11 0.599224032252096	X1<0.599224	11	1	391
0.0250503565184772	0.0368684707209468	12 0.030959413619712	X1<0.030959	12	1	401
0.0368684707209468	0.0421755260322243	12 0.0395219983765855	X1<0.039522	12	1	402
0.0421755260322243	0.0651816572062671	12 0.0536785916192457	X1<0.053679	12	1	403
0.0651816572062671	0.0659355104435235	12 0.0655585838248953	X1<0.065559	12	1	404
0.0659355104435235	0.0776955692563206	12 0.0718155398499221	X1<0.071816	12	1	405
0.0776955692563206	0.105083768488839	12 0.0913896688725799	X1<0.091390	12	1	406
0.105083768488839	0.115084075368941	12 0.11008392192889	X1<0.110084	12	1	407
0.18488225992769	0.185263509862125	15 0.185072884894907	X1<0.185073	15	1	463
0.185263509862125	0.200934729538858	15 0.193099119700491	X1<0.193099	15	1	464
0.200934729538858	0.218675193376839	15 0.209804961457849	X1<0.209805	15	1	465
0.218675193376839	0.275701026665047	15 0.247188110020943	X1<0.247188	15	1	466
0.275701026665047	0.284158946480602	15 0.279929986572824	X1<0.279930	15	1	467
0.284158946480602	0.285434210672975	15 0.284796578576788	X1<0.284797	15	1	468
0.285434210672975	0.288059732178226	15 0.2867469714256	X1<0.286747	15	1	469
0.0509465073700994	0.0514353215694428	4 0.0511909144697711	X2<0.051191	4	2	881
0.0514353215694428	0.0576484517659992	4 0.054541886667721	X2<0.054542	4	2	882
0.0576484517659992	0.0583229728508741	4 0.0579857123084366	X2<0.057986	4	2	883
0.0583229728508741	0.0946140429005027	4 0.0764685078756884	X2<0.076469	4	2	884
0.0946140429005027	0.0950373853556812	4 0.0948257141280919	X2<0.094826	4	2	885
0.0950373853556812	0.101665382971987	4 0.0983513841638342	X2<0.098351	4	2	886
0.101665382971987	0.151410281192511	4 0.126537832082249	X2<0.126538	4	2	887
0.151410281192511	0.174981040414423	4 0.163195660803467	X2<0.163196	4	2	888
0.174981040414423	0.199217760702595	4 0.187099400558509	X2<0.187099	4	2	889
0.199217760702595	0.200573988491669	4 0.199895874597132	X2<0.199896	4	2	890
0.200573988491669	0.206508502364159	4 0.203541245427914	X2<0.203541	4	2	891
0.206508502364159	0.21321823168546	4 0.209863367024809	X2<0.209863	4	2	892
0.21321823168546	0.243201080709696	4 0.228209656197578	X2<0.228210	4	2	893
0.243201080709696	0.256661231862381	4 0.249931156286038	X2<0.249931	4	2	894
0.256661231862381	0.26171372202225	4 0.259187476942316	X2<0.259187	4	2	895
0.26171372202225	0.26619590446353	4 0.26395481324289	X2<0.263955	4	2	896
0.26619590446353	0.281820128671825	4 0.274008016567677	X2<0.274008	4	2	897
0.281820128671825	0.328969847410917	4 0.305394988041371	X2<0.305395	4	2	898
0.328969847410917	0.333364723483101	4 0.331167285447009	X2<0.331167	4	2	899
0.333364723483101	0.336741157341749	4 0.335052940412425	X2<0.335053	4	2	900
0.336741157341749	0.356819598935545	4 0.346780378138646	X2<0.346780	4	2	901
0.493701990693808	0.528829259332269	5 0.511265625013039	X2<0.511266	5	2	923
0.528829259332269	0.53408810053952	5 0.531458679935895	X2<0.531459	5	2	924
0.53408810053952	0.539619093062356	5 0.536853596800938	X2<0.536854	5	2	925
0.539619093062356	0.542446065926924	5 0.54103257949464	X2<0.541033	5	2	926
0.542446065926924	0.570300949504599	5 0.556373507715762	X2<0.556374	5	2	927
0.570300949504599	0.605647755786777	5 0.587974352645688	X2<0.587974	5	2	928
0.605647755786777	0.611460734857246	5 0.608554245322011	X2<0.608554	5	2	929
0.611460734857246	0.632280522491783	5 0.621870628674515	X2<0.621871	5	2	930
0.632280522491783	0.644336043624207	5 0.638308283057995	X2<0.638308	5	2	931
0.644336043624207	0.645160361891612	5 0.64474820275791	X2<0.644748	5	2	932
0.645160361891612	0.65793322189711	5 0.651546791894361	X2<0.651547	5	2	933
0.65793322189711	0.678748692618683	5 0.668340957257897	X2<0.668341	5	2	934
0.678748692618683	0.713680299697444	5 0.696214496158063	X2<0.696214	5	2	935
0.713680299697444	0.747780841076747	5 0.730730570387095	X2<0.730731	5	2	936
0.747780841076747	0.754841333255172	5 0.751311087165959	X2<0.751311	5	2	937
0.754841333255172	0.772239736514166	5 0.763540534884669	X2<0.763541	5	2	940
0.772239736514166	0.794222777010873	5 0.783231256762519	X2<0.783231	5	2	943
0.794222777010873	0.808141406625509	5 0.801182091818191	X2<0.801182	5	2	945
0.808141406625509	0.819114487152547	5 0.813627946889028	X2<0.813628	5	2	947
0.819114487152547	0.826370720751584	5 0.822742603952065	X2<0.822743	5	2	950
0.826370720751584	0.87313848733902	5 0.849754604045302	X2<0.849755	5	2	956
0.87313848733902	0.880324190948159	5 0.876731339143589	X2<0.876731	5	2	961
0.880324190948159	0.880691584665328	5 0.880507887806743	X2<0.880508	5	2	962
0.880691584665328	0.890829901676625	5 0.885760743170977	X2<0.885761	5	2	964
0.0218871515244246	0.045738689834252	8 0.0338129206793383	X2<0.033813	8	2	1209
0.045738689834252	0.0521602521184832	8 0.0489494709763676	X2<0.048949	8	2	1210
0.0521602521184832	0.0703983413986862	8 0.0612792967585847	X2<0.061279	8	2	1211
0.0703983413986862	0.0804056408815086	8 0.0754019911400974	X2<0.075402	8	2	1212
0.0804056408815086	0.0808626485522836	8 0.0806341447168961	X2<0.080634	8	2	1213
0.0808626485522836	0.0892610601149499	8 0.0850618543336168	X2<0.085062	8	2	1215
0.0892610601149499	0.0896180924028158	8 0.0894395762588829	X2<0.089440	8	2	1217
0.0896180924028158	0.103487114887685	8 0.0965526036452502	X2<0.096553	8	2	1219
0.103487114887685	0.112823529634625	8 0.108155322261155	X2<0.108155	8	2	1222
0.112823529634625	0.12893533706665	8 0.120879433350638	X2<0.120879	8	2	1225
0.12893533706665	0.156375913182274	8 0.142655625124462	X2<0.142656	8	2	1229
0.156375913182274	0.159290118375793	8 0.157833015779033	X2<0.157833	8	2	1232
0.159290118375793	0.164108450291678	8 0.161699284333736	X2<0.161699	8	2	1233
0.164108450291678	0.188356303144246	8 0.176232376717962	X2<0.176232	8	2	1236
0.188356303144246	0.195784424664453	8 0.19207036390435	X2<0.192070	8	2	1239
0.195784424664453	0.209694300312549	8 0.202739362488501	X2<0.202739	8	2	1243
0.209694300312549	0.209838527487591	8 0.20976641390007	X2<0.209766	8	2	1245
0.209838527487591	0.216001205379143	8 0.212919866433367	X2<0.212920	8	2	1246
0.216001205379143	0.226738759549335	8 0.221369982464239	X2<0.221370	8	2	1248
0.226738759549335	0.22770716319792	8 0.227222961373627	X2<0.227223	8	2	1249
0.22770716319792	0.256520541151986	8 0.242113852174953	X2<0.242114	8	2	1251
0.256520541151986	0.257141285808757	8 0.256830913480371	X2<0.256831	8	2	1254
0.257141285808757	0.257619656389579	8 0.257380471099168	X2<0.257380	8	2	1255
0.257619656389579	0.279911691555753	8 0.268765673972666	X2<0.268766	8	2	1257
0.279911691555753	0.293509235838428	8 0.286710463697091	X2<0.286710	8	2	1259
0.293509235838428	0.301716960035265	8 0.297613097936846	X2<0.297613	8	2	1262
0.301716960035265	0.316445876378566	8 0.309081418206915	X2<0.309081	8	2	1265
0.316445876378566	0.339701652759686	8 0.328073764569126	X2<0.328074	8	2	1268
0.339701652759686	0.357089430792257	8 0.348395541775972	X2<0.348396	8	2	1271
0.357089430792257	0.357108945958316	8 0.357099188375287	X2<0.357099	8	2	1272
0.357108945958316	0.394460162613541	8 0.375784554285929	X2<0.375785	8	2	1273
0.394460162613541	0.394997322699055	8 0.394728742656298	X2<0.394729	8	2	1274
0.394997322699055	0.414896452100948	8 0.404946887400001	X2<0.404947	8	2	1275
0.414896452100948	0.448590318439528	8 0.431743385270238	X2<0.431743	8	2	1276
0.670112134423107	0.671664241468534	11 0.67088818794582	X2<0.670888	11	2	392
0.671664241468534	0.686824688687921	11 0.679244465078227	X2<0.679244	11	2	393
0.686824688687921	0.689538966864348	11 0.688181827776134	X2<0.688182	11	2	394
0.689538966864348	0.692743511404842	11 0.691141239134595	X2<0.691141	11	2	395
0.692743511404842	0.708809185307473	11 0.700776348356158	X2<0.700776	11	2	396
0.708809185307473	0.799504384864122	11 0.754156785085797	X2<0.754157	11	2	397
0.799504384864122	0.815029826015234	11 0.807267105439678	X2<0.807267	11	2	398
0.815029826015234	0.854035486467183	11 0.834532656241208	X2<0.834533	11	2	399
0.854035486467183	0.874337470624596	11 0.864186478545889	X2<0.864186	11	2	400
0.675797854550183	0.704566315049306	12 0.690182084799744	X2<0.690182	12	2	408
0.704566315049306	0.706828978611156	12 0.705697646830231	X2<0.705698	12	2	409
0.706828978611156	0.752407587366179	12 0.729618282988667	X2<0.729618	12	2	410
0.752407587366179	0.758213603869081	12 0.75531059561763	X2<0.755311	12	2	411
0.758213603869081	0.767020934959874	12 0.762617269414477	X2<0.762617	12	2	412
0.767020934959874	0.829753480385989	12 0.798387207672931	X2<0.798387	12	2	413
0.829753480385989	0.848979947157204	12 0.839366713771597	X2<0.839367	12	2	414
0.857661027694121	0.858691586414352	15 0.858176307054237	X2<0.858176	15	2	470
0.858691586414352	0.861848484026268	15 0.86027003522031	X2<0.860270	15	2	471
0.861848484026268	0.873604407999665	15 0.867726446012966	X2<0.867726	15	2	472
0.873604407999665	0.885026358533651	15 0.879315383266658	X2<0.879315	15	2	473
0.885026358533651	0.887354608625174	15 0.886190483579412	X2<0.886190	15	2	474
0.887354608625174	0.912917171837762	15 0.900135890231468	X2<0.900136	15	2	475
0.912917171837762	0.914174510864541	15 0.913545841351151	X2<0.913546	15	2	476
